,Unnamed: 0,SIC_early_happen
1891,3387,1
1892,2447,0
1893,565,1
1894,9206,1
1895,3750,1
1896,5507,0
1897,8563,0
1898,4578,0
1899,8441,0
1900,7956,0
1901,9153,0
1902,9655,0
1903,352,1
1904,733,0
1905,1461,0
1906,55,0
1907,7204,0
1908,9224,0
1909,755,1
1910,4214,1
1911,8819,0
1912,10646,0
1913,5331,1
1914,10711,1
1915,6133,1
1916,2639,0
1917,1410,0
1918,1632,0
1919,8604,0
1920,5352,1
1921,7968,1
1922,5521,1
1923,319,0
1924,10885,0
1925,7418,0
1926,8337,1
1927,8103,1
1928,9113,0
1929,7225,1
1930,8259,0
1931,3936,0
1932,10533,1
1933,7345,0
1934,1699,0
1935,8468,1
1936,5757,1
1937,1607,0
1938,6560,0
1939,4188,1
1940,2101,1
1941,5792,1
1942,3615,1
1943,6593,0
1944,2139,1
1945,5073,0
1946,7567,0
1947,2202,1
1948,5918,1
1949,3613,1
1950,77,0
1951,7566,1
1952,3297,0
1953,8427,0
1954,9455,1
1955,1998,0
1956,2806,1
1957,3148,1
1958,941,1
1959,9972,1
1960,4045,0
1961,2707,0
1962,8287,1
1963,3101,1
1964,7904,0
1965,7343,1
1966,9642,0
1967,6240,0
1968,8556,0
1969,6727,1
1970,7852,0
1971,9217,0
1972,3431,1
1973,3522,1
1974,4127,0
1975,4790,1
1976,8977,0
1977,2105,1
1978,10926,1
1979,9885,1
1980,10213,1
1981,5452,0
1982,3946,0
1983,9172,1
1984,1223,1
1985,8323,1
1986,280,0
1987,10903,0
1988,1239,1
1989,10603,0
1990,4190,0
1991,5404,1
1992,2482,0
1993,5592,1
1994,1605,0
1995,5051,1
1996,3524,0
1997,1615,1
1998,2818,1
1999,2296,0
2000,1181,1
2001,11446,0
2002,1344,1
2003,1316,1
2004,1600,1
2005,986,1
2006,8883,1
2007,6352,0
2008,2022,1
2009,8318,1
2010,9586,1
2011,1583,0
2012,671,0
2013,3298,1
2014,11465,1
2015,6954,0
2016,8919,0
2017,8586,1
2018,8859,0
2019,7568,1
2020,7478,1
2021,1025,0
2022,808,1
2023,4662,0
2024,1070,1
2025,6199,1
2026,6197,1
2027,10835,1
2028,7239,1
2029,5421,1
2030,5974,1
2031,8544,1
2032,6950,0
2033,3021,1
2034,3203,1
2035,7783,1
2036,11279,1
2037,6705,1
2038,8585,0
2039,8384,0
2040,8559,0
2041,5862,1
2042,7320,0
2043,2217,0
2044,5026,1
2045,9704,1
2046,3040,0
2047,6071,0
2048,8123,1
2049,3764,1
2050,3455,1
2051,8278,0
2052,9594,1
2053,3982,1
2054,8701,0
2055,3838,1
2056,6751,0
2057,11464,1
2058,3056,0
2059,11520,1
2060,10961,0
2061,3457,1
2062,8115,0
2063,2192,1
2064,7885,1
2065,11454,0
2066,4,1
2067,4210,1
2068,3157,1
2069,7619,0
2070,7693,1
2071,5106,1
2072,11206,0
2073,2112,1
2074,2526,0
2075,9725,1
2076,7640,0
2077,4712,1
2078,1867,0
2079,9821,1
2080,8746,0
2081,4095,1
2082,5333,0
2083,7070,0
2084,6128,1
2085,10846,0
2086,2146,0
2087,5076,1
2088,1530,1
2089,6916,1
2090,10998,0
2091,8809,0
2092,2120,1
2093,2326,1
2094,4752,0
2095,8070,1
2096,3257,0
2097,10149,0
2098,7868,0
2099,144,1
2100,1689,1
2101,3207,1
2102,9236,1
2103,5768,0
2104,6698,1
2105,189,1
2106,4946,1
2107,5339,0
2108,3993,1
2109,4337,1
2110,11504,0
2111,10683,0
2112,3793,1
2113,483,1
2114,1355,1
2115,7350,0
2116,10707,1
2117,3625,1
2118,5386,0
2119,11085,1
2120,2564,1
2121,2811,1
2122,8141,0
2123,3258,1
2124,9519,1
2125,2750,0
2126,10700,1
2127,10794,0
2128,1619,1
2129,11245,1
2130,5454,1
2131,8275,0
2132,3042,1
2133,1365,1
2134,4807,1
2135,3506,0
2136,1090,0
2137,3370,1
2138,2006,0
2139,7893,0
2140,10681,0
2141,5013,1
2142,3629,1
2143,6063,0
2144,5088,0
2145,8796,0
2146,1822,1
2147,7473,0
2148,3048,0
2149,5501,0
2150,8903,0
2151,6534,1
2152,2804,1
2153,9170,0
2154,8682,1
2155,6118,1
2156,4220,1
2157,9564,1
2158,11426,1
2159,10203,1
2160,8262,0
2161,8891,1
2162,10560,1
2163,10340,0
2164,10461,1
2165,3919,0
2166,5152,0
2167,963,0
2168,1342,0
2169,3806,0
2170,2416,1
2171,1728,1
2172,4411,0
2173,4103,0
2174,2849,1
2175,11082,1
2176,9843,0
2177,6636,1
2178,6955,0
2179,7972,1
2180,7251,1
2181,8253,1
2182,9130,0
2183,6224,1
2184,4463,1
2185,3525,0
2186,6179,0
2187,9717,1
2188,9542,0
2189,10280,0
2190,3119,1
2191,5985,1
2192,10173,1
2193,8647,1
2194,8691,1
2195,6830,0
2196,176,1
2197,5171,0
2198,4420,0
2199,5726,1
2200,7662,1
2201,9413,0
2202,7724,1
2203,9637,0
2204,3096,1
2205,11038,1
2206,6962,0
2207,8369,1
2208,5534,1
2209,7939,1
2210,8322,1
2211,11249,0
2212,2894,1
2213,10336,1
2214,704,1
2215,5563,1
2216,882,0
2217,5443,0
2218,2702,1
2219,10621,1
2220,7334,0
2221,10085,1
2222,6942,0
2223,8749,0
2224,6927,1
2225,9926,1
2226,6529,1
2227,5535,0
2228,112,1
2229,9550,0
2230,5012,0
2231,4783,1
2232,4732,1
2233,2423,0
2234,3458,0
2235,10985,1
2236,6782,1
2237,3903,1
2238,3211,1
2239,3064,0
2240,6890,0
2241,9436,0
2242,1865,1
2243,10924,1
2244,2206,0
2245,2224,1
2246,3464,1
2247,9518,0
2248,7807,1
2249,787,0
2250,5084,0
2251,9304,0
2252,8772,0
2253,11526,1
2254,10888,0
2255,2936,1
2256,1717,0
2257,1542,0
2258,422,1
2259,5678,1
2260,381,0
2261,928,0
2262,7408,0
2263,6338,0
2264,4885,0
2265,9072,1
2266,2932,0
2267,1546,0
2268,1674,1
2269,9762,1
2270,1891,0
2271,3797,0
2272,4602,1
2273,6328,0
2274,11284,1
2275,3856,1
2276,10913,0
2277,3341,1
2278,11121,1
2279,8055,1
2280,9399,1
2281,655,0
2282,8897,0
2283,10650,1
2284,7005,0
2285,4955,1
2286,4867,1
2287,5291,1
2288,7059,0
2289,8620,1
2290,7826,1
2291,11551,0
2292,8152,1
2293,9777,1
2294,10104,0
2295,9573,1
2296,10121,0
2297,10409,0
2298,7607,0
2299,3569,0
2300,7153,0
2301,5741,1
2302,2342,1
2303,6552,1
2304,9228,1
2305,8860,1
2306,2499,0
2307,10049,1
2308,357,0
2309,5843,0
2310,2847,0
2311,1859,1
2312,6742,1
2313,2831,1
2314,7269,1
2315,10899,1
2316,10938,1
2317,3885,1
2318,8049,0
2319,4322,1
2320,1254,0
2321,1613,0
2322,8202,0
2323,3504,0
2324,8326,0
2325,10214,1
2326,6905,1
2327,8489,1
2328,5527,1
2329,11196,0
2330,6857,0
2331,9783,1
2332,7804,1
2333,1892,1
2334,8667,1
2335,7879,1
2336,10505,0
2337,7021,1
2338,2011,0
2339,10950,1
2340,1614,1
2341,5778,1
2342,9990,0
2343,11310,0
2344,2204,1
2345,5617,1
2346,5668,1
2347,1072,0
2348,1956,1
2349,4046,0
2350,8000,1
2351,859,1
2352,6948,0
2353,3963,1
2354,3382,1
2355,3530,1
2356,7294,1
2357,8638,1
2358,6661,0
2359,2929,1
2360,10948,0
2361,26,0
2362,4119,0
2363,6137,0
2364,10229,1
2365,1577,0
2366,908,0
2367,6437,1
2368,8038,0
2369,6341,1
2370,1149,1
2371,693,1
2372,7625,0
2373,6141,1
2374,5756,0
2375,6647,0
2376,376,0
2377,1658,0
2378,3063,1
2379,5195,1
2380,3958,1
2381,11304,1
2382,10715,1
2383,3372,1
2384,8341,0
2385,6868,1
2386,10141,1
2387,10060,0
2388,4640,0
2389,7833,1
2390,10073,1
2391,1109,1
2392,3004,0
2393,4243,0
2394,1914,1
2395,6943,0
2396,9387,1
2397,6031,0
2398,1707,0
2399,5948,1
2400,9514,1
2401,6824,0
2402,5503,1
2403,6206,0
2404,7487,0
2405,6216,0
2406,1380,0
2407,6417,1
2408,2245,1
2409,172,0
2410,2506,1
2411,6910,1
2412,6710,0
2413,11341,0
2414,9678,1
2415,533,0
2416,10193,0
2417,5516,0
2418,3948,1
2419,5178,1
2420,6233,1
2421,6753,0
2422,9205,1
2423,6578,0
2424,7068,0
2425,11470,0
2426,1071,0
2427,8445,1
2428,9129,1
2429,11109,1
2430,4161,1
2431,5090,0
2432,4304,1
2433,9523,0
2434,7845,0
2435,7299,0
2436,4551,1
2437,267,0
2438,10843,1
2439,1936,1
2440,10627,1
2441,10182,1
2442,3371,1
2443,1431,0
2444,8805,0
2445,3988,0
2446,2685,1
2447,345,0
2448,11288,1
2449,1536,1
2450,8139,0
2451,2348,0
2452,10834,1
2453,2677,1
2454,9666,0
2455,7184,0
2456,6177,0
2457,7305,1
2458,843,0
2459,8256,1
2460,6729,0
2461,2219,1
2462,1641,1
2463,445,1
2464,8020,0
2465,5453,1
2466,9992,0
2467,25,0
2468,9643,0
2469,9770,1
2470,4033,0
2471,10965,0
2472,8516,0
2473,630,0
2474,1180,1
2475,3337,1
2476,6967,1
2477,3942,1
2478,4699,0
2479,10455,0
2480,5920,1
2481,6230,1
2482,951,1
2483,7553,1
2484,2346,0
2485,8347,1
2486,11418,0
2487,7024,0
2488,5682,1
2489,7593,1
2490,3538,1
2491,6644,1
2492,7757,1
2493,2232,0
2494,2611,1
2495,664,1
2496,3656,0
2497,5572,0
2498,2380,1
2499,6668,1
2500,7543,1
2501,6388,1
2502,8981,1
2503,10735,1
2504,8059,1
2505,2618,0
2506,9877,0
2507,10660,0
2508,8089,0
2509,6429,0
2510,1243,0
2511,5752,0
2512,5345,1
2513,4995,1
2514,3011,1
2515,7952,1
2516,10032,1
2517,192,1
2518,2709,0
2519,9034,0
2520,6566,1
2521,2889,0
2522,10453,0
2523,1942,0
2524,7268,1
2525,1091,1
2526,1846,0
2527,802,0
2528,9346,1
2529,2731,0
2530,9763,1
2531,3172,0
2532,2376,1
2533,11030,0
2534,984,1
2535,11493,1
2536,4888,0
2537,1933,1
2538,10136,0
2539,5263,0
2540,11485,1
2541,6001,0
2542,7930,0
2543,2187,1
2544,9369,1
2545,5362,0
2546,1528,1
2547,4635,0
2548,5882,0
2549,9896,1
2550,991,0
2551,6730,1
2552,10925,0
2553,10157,1
2554,8039,1
2555,1083,1
2556,2124,1
2557,9406,1
2558,10290,1
2559,10275,0
2560,8409,0
2561,1712,1
2562,2144,1
2563,6663,0
2564,7780,0
2565,41,1
2566,6628,1
2567,2210,1
2568,4896,0
2569,5820,0
2570,7104,0
2571,3881,0
2572,9867,0
2573,6405,1
2574,1329,0
2575,2168,1
2576,8367,0
2577,2803,0
2578,5533,1
2579,9447,1
2580,2283,0
2581,5632,1
2582,3151,0
2583,5769,0
2584,10477,1
2585,5223,1
2586,726,1
2587,5357,0
2588,4225,0
2589,3926,1
2590,2180,0
2591,11026,0
2592,5127,1
2593,1494,1
2594,8480,1
2595,8285,1
2596,2600,1
2597,5823,0
2598,893,1
2599,9073,1
2600,3139,1
2601,9194,1
2602,1958,0
2603,4253,1
2604,7735,0
2605,10179,0
2606,7256,1
2607,174,1
2608,3391,1
2609,5329,0
2610,5650,0
2611,11250,1
2612,9036,1
2613,6798,0
2614,3187,1
2615,7509,1
2616,920,1
2617,2569,1
2618,7765,1
2619,8733,0
2620,2884,1
2621,8211,1
2622,4138,0
2623,10293,0
2624,2393,0
2625,1642,0
2626,8766,0
2627,7136,1
2628,6273,0
2629,2058,0
2630,7940,1
2631,7381,1
2632,2536,0
2633,6139,1
2634,5784,1
2635,4078,0
2636,7673,0
2637,8606,1
2638,10712,0
2639,9425,0
2640,8353,0
2641,1661,0
2642,1391,1
2643,2225,0
2644,5399,0
2645,2619,1
2646,5860,0
2647,4513,0
2648,3651,0
2649,11378,1
2650,6306,1
2651,9480,1
2652,3544,1
2653,11181,0
2654,10727,0
2655,8192,1
2656,1626,0
2657,11423,1
2658,9174,0
2659,5268,1
2660,6386,0
2661,10920,1
2662,7753,0
2663,8806,0
2664,7041,1
2665,3154,0
2666,6140,1
2667,6864,1
2668,1726,0
2669,9640,1
2670,6711,0
2671,5631,0
2672,48,0
2673,3842,0
2674,1935,1
2675,6316,0
2676,4329,0
2677,10151,1
2678,1232,1
2679,1832,1
2680,5821,1
2681,4748,1
2682,3708,0
2683,6211,1
2684,11194,0
2685,4620,0
2686,929,0
2687,6367,1
2688,6074,0
2689,6685,0
2690,11329,1
2691,7144,0
2692,6899,1
2693,881,1
2694,4409,0
2695,2255,1
2696,1170,1
2697,4561,1
2698,8715,0
2699,8649,1
2700,4319,1
2701,8479,0
2702,2450,0
2703,11521,1
2704,854,1
2705,4084,0
2706,5448,1
2707,6548,1
2708,7651,1
2709,5873,1
2710,7926,1
2711,4059,1
2712,6350,1
2713,3878,0
2714,9549,1
2715,10898,0
2716,116,1
2717,648,1
2718,11443,0
2719,8756,0
2720,8221,1
2721,5636,1
2722,9397,0
2723,1774,1
2724,5991,0
2725,775,1
2726,1609,0
2727,4735,1
2728,9357,0
2729,332,1
2730,9985,1
2731,9849,1
2732,3868,1
2733,3193,0
2734,11236,1
2735,7460,0
2736,8270,1
2737,1441,0
2738,5134,1
2739,1764,0
2740,475,0
2741,675,0
2742,9587,1
2743,11554,0
2744,10991,1
2745,1096,1
2746,7433,1
2747,998,1
2748,2801,0
2749,1229,0
2750,9479,1
2751,9773,0
2752,2734,1
2753,8432,0
2754,3888,0
2755,1954,1
2756,5390,0
2757,3418,0
2758,799,1
2759,11513,1
2760,11103,1
2761,10464,0
2762,11486,0
2763,7720,1
2764,8531,0
2765,6874,1
2766,8538,0
2767,2230,1
2768,4307,0
2769,6565,0
2770,3094,1
2771,3290,0
2772,207,0
2773,4201,0
2774,334,1
2775,4787,0
2776,10797,1
2777,304,0
2778,3255,0
2779,4646,0
2780,7094,0
2781,7280,1
2782,6632,1
2783,3910,0
2784,6651,1
2785,1772,0
2786,5251,0
2787,837,1
2788,3209,0
2789,10145,0
2790,4121,1
2791,7579,0
2792,8248,1
2793,10614,0
2794,8471,0
2795,9826,0
2796,9683,1
2797,4455,0
2798,8146,1
2799,10821,0
2800,9055,1
2801,8029,0
2802,6245,0
2803,2078,0
2804,8568,1
2805,5233,1
2806,6941,0
2807,2635,1
2808,6407,1
2809,4355,0
2810,6882,1
2811,9158,0
2812,2088,0
2813,5112,1
2814,6294,0
2815,4656,0
2816,5065,0
2817,4814,1
2818,6995,1
2819,4835,1
2820,4249,0
2821,7296,0
2822,9677,0
2823,8690,0
2824,3985,1
2825,1691,0
2826,11421,0
2827,2290,0
2828,10661,1
2829,1652,1
2830,4622,1
2831,1275,0
2832,4520,1
2833,3089,1
2834,1589,0
2835,10807,0
2836,7339,1
2837,3147,0
2838,6442,1
2839,11123,0
2840,2766,1
2841,4165,1
2842,59,0
2843,8147,1
2844,11166,1
2845,8952,0
2846,6840,1
2847,3866,1
2848,4194,0
2849,4049,0
2850,866,0
2851,11364,0
2852,6877,0
2853,10546,0
2854,10743,0
2855,5700,0
2856,4373,0
2857,4256,1
2858,8605,1
2859,8229,1
2860,5142,0
2861,4500,1
2862,3972,1
2863,5595,0
2864,5328,0
2865,9186,1
2866,7470,0
2867,2627,1
2868,3769,1
2869,10337,0
2870,4548,0
2871,2399,0
2872,2865,0
2873,8225,1
2874,7289,1
2875,3433,1
2876,4811,0
2877,6797,0
2878,1654,1
2879,5654,0
2880,4502,1
2881,2057,0
2882,5247,1
2883,7325,1
2884,3698,0
2885,1236,1
2886,4739,1
2887,10368,0
2888,11259,1
2889,9167,0
2890,344,1
2891,10010,1
2892,2299,1
2893,3800,1
2894,6157,0
2895,5314,1
2896,587,1
2897,7816,1
2898,10949,1
2899,4599,0
2900,9025,0
2901,410,1
2902,9390,1
2903,9857,1
2904,11083,1
2905,7654,1
2906,1097,0
2907,3439,0
2908,7363,0
2909,6385,0
2910,9243,1
2911,5072,1
2912,2035,0
2913,6351,1
2914,811,1
2915,2461,0
2916,4922,1
2917,6514,0
2918,17,1
2919,3823,0
2920,3168,1
2921,8088,1
2922,4320,1
2923,3576,0
2924,5497,1
2925,1144,1
2926,4213,0
2927,2087,1
2928,10257,1
2929,4245,1
2930,3451,0
2931,4912,0
2932,8692,0
2933,4173,0
2934,6517,0
2935,2209,1
2936,11247,1
2937,9921,1
2938,5101,0
2939,6156,0
2940,9517,1
2941,705,1
2942,5196,1
2943,10663,0
2944,11008,0
2945,2678,0
2946,2215,1
2947,3784,0
2948,273,0
2949,7304,0
2950,1798,0
2951,6079,1
2952,11370,0
2953,5602,1
2954,2599,1
2955,10365,0
2956,7537,1
2957,3721,1
2958,2263,1
2959,8035,0
2960,269,1
2961,10243,1
2962,5417,1
2963,8455,0
2964,3697,0
2965,660,1
2966,1754,1
2967,440,1
2968,5578,0
2969,1333,0
2970,4390,0
2971,10178,0
2972,122,1
2973,1476,0
2974,10624,1
2975,922,0
2976,233,1
2977,4925,1
2978,6807,0
2979,3752,1
2980,10029,0
2981,10935,1
2982,8813,1
2983,7682,1
2984,5783,1
2985,3028,0
2986,3554,0
2987,6491,1
2988,4427,0
2989,7290,0
2990,2053,1
2991,8596,0
2992,1338,1
2993,2252,1
2994,6288,1
2995,10055,1
2996,11154,0
2997,8519,0
2998,8725,1
2999,11336,1
3000,9741,0
3001,2502,0
3002,2790,1
3003,7857,0
3004,5938,1
3005,7523,0
3006,3322,0
3007,3551,1
3008,5040,0
3009,7451,0
3010,3712,0
3011,7266,1
3012,6894,0
3013,9181,0
3014,7113,0
3015,954,0
3016,3617,1
3017,9497,0
3018,303,1
3019,9916,0
3020,9729,0
3021,2765,1
3022,5557,0
3023,5373,0
3024,661,1
3025,5987,1
3026,3661,1
3027,6878,1
3028,10651,1
3029,5102,1
3030,2275,1
3031,632,1
3032,10672,1
3033,7338,1
3034,5164,0
3035,6696,0
3036,10034,0
3037,11147,1
3038,9372,1
3039,2646,0
3040,9868,1
3041,11057,1
3042,2045,1
3043,7695,1
3044,7279,0
3045,3273,1
3046,7541,1
3047,3491,0
3048,539,1
3049,11357,1
3050,179,0
3051,7168,0
3052,7497,1
3053,4652,0
3054,4172,1
3055,10047,1
3056,1730,0
3057,3461,1
3058,7828,1
3059,7687,1
3060,9441,1
3061,5222,1
3062,1508,1
3063,7447,1
3064,10697,1
3065,3135,0
3066,8543,1
3067,4941,1
3068,8654,1
3069,9418,1
3070,791,1
3071,5594,1
3072,7372,1
3073,10140,1
3074,8017,0
3075,5643,0
3076,8174,1
3077,1964,1
3078,4321,0
3079,559,0
3080,7042,0
3081,2613,0
3082,5624,1
3083,5066,0
3084,3417,0
3085,2311,1
3086,6399,1
3087,10951,0
3088,10206,0
3089,6637,0
3090,10057,0
3091,4447,1
3092,11239,1
3093,5185,1
3094,4889,0
3095,4294,0
3096,3562,1
3097,2229,0
3098,1804,1
3099,10915,1
3100,7479,1
3101,5508,1
3102,1193,0
3103,3306,0
3104,4760,1
3105,3012,0
3106,10167,0
3107,8241,0
3108,1873,0
3109,6307,0
3110,3775,1
3111,8734,0
3112,8069,0
3113,9832,1
3114,3987,0
3115,662,1
3116,8148,0
3117,2839,1
3118,1920,1
3119,7394,1
3120,8832,1
3121,7659,1
3122,5402,1
3123,64,0
3124,10443,0
3125,5346,1
3126,6544,1
3127,5868,1
3128,8212,1
3129,10734,1
3130,9645,0
3131,6480,0
3132,7924,0
3133,10639,1
3134,7650,0
3135,4483,1
3136,7025,1
3137,11558,1
3138,1400,1
3139,10222,1
3140,1076,1
3141,10091,0
3142,7116,0
3143,10111,1
3144,10133,1
3145,1714,0
3146,7383,1
3147,3541,1
3148,3307,1
3149,5412,1
3150,2028,0
3151,136,0
3152,8180,1
3153,3848,0
3154,10081,1
3155,6605,0
3156,2152,1
3157,1093,0
3158,1439,1
3159,8383,1
3160,2237,1
3161,8272,1
3162,4424,0
3163,1270,1
3164,9266,1
3165,10462,0
3166,3592,0
3167,10393,1
3168,2540,0
3169,11208,0
3170,9641,0
3171,3487,1
3172,8022,1
3173,9500,0
3174,8687,0
3175,7055,1
3176,3359,1
3177,5972,1
3178,3595,1
3179,10618,0
3180,7306,1
3181,1115,0
3182,10102,0
3183,5810,0
3184,5679,0
3185,5996,1
3186,10025,1
3187,9367,1
3188,5759,0
3189,10331,1
3190,5958,1
3191,7422,1
3192,4584,1
3193,1576,1
3194,3581,1
3195,4480,1
3196,11016,1
3197,5830,1
3198,1972,1
3199,541,1
3200,7047,1
3201,7929,1
3202,4507,1
3203,1095,0
3204,1304,1
3205,3368,0
3206,4122,1
3207,4617,1
3208,8657,0
3209,10197,0
3210,2080,1
3211,6806,0
3212,3928,0
3213,6748,1
3214,8269,0
3215,7677,1
3216,4494,0
3217,2010,1
3218,5343,1
3219,1026,1
3220,1080,1
3221,1786,1
3222,8593,0
3223,6919,1
3224,7241,0
3225,2641,1
3226,3893,1
3227,9737,0
3228,10139,1
3229,1620,1
3230,6646,0
3231,2353,0
3232,1042,1
3233,120,1
3234,8965,0
3235,9020,0
3236,10774,1
3237,11448,1
3238,643,0
3239,513,0
3240,3720,1
3241,9840,0
3242,2951,0
3243,6366,1
3244,6904,1
3245,10354,1
3246,6662,1
3247,591,0
3248,12,0
3249,11070,1
3250,6282,1
3251,3170,1
3252,5079,0
3253,4689,1
3254,229,0
3255,329,1
3256,4292,1
3257,7672,0
3258,5437,1
3259,8934,1
3260,10541,0
3261,2817,1
3262,7471,1
3263,2940,1
3264,6583,1
3265,6443,0
3266,395,1
3267,2421,0
3268,1857,1
3269,902,1
3270,3286,1
3271,10783,1
3272,6312,0
3273,3961,0
3274,9979,0
3275,2479,0
3276,11204,1
3277,9814,1
3278,7645,0
3279,3523,0
3280,3669,0
3281,9874,1
3282,5542,1
3283,9841,1
3284,6726,0
3285,10105,1
3286,4730,1
3287,1384,0
3288,5389,1
3289,4812,1
3290,274,0
3291,9021,0
3292,9451,0
3293,6077,1
3294,3867,1
3295,3732,1
3296,4497,0
3297,11,1
3298,9136,1
3299,5601,1
3300,421,1
3301,3071,1
3302,10261,0
3303,3620,1
3304,4606,0
3305,3826,0
3306,10635,1
3307,5670,1
3308,5053,1
3309,6740,0
3310,9540,0
3311,8999,1
3312,7309,0
3313,3343,1
3314,10641,0
3315,3363,0
3316,3050,1
3317,11456,0
3318,1455,1
3319,8582,0
3320,10746,0
3321,11533,1
3322,6185,1
3323,8511,0
3324,8800,1
3325,7711,1
3326,3003,0
3327,10089,1
3328,1326,0
3329,5627,0
3330,3434,1
3331,6446,0
3332,9024,1
3333,9052,1
3334,1387,1
3335,7884,1
3336,491,1
3337,11354,1
3338,4148,1
3339,6271,0
3340,2809,0
3341,9928,1
3342,6370,1
3343,2070,1
3344,1403,1
3345,8946,0
3346,2989,0
3347,6430,0
3348,8870,0
3349,6452,1
3350,251,1
3351,8310,1
3352,133,1
3353,10135,1
3354,5067,1
3355,102,1
3356,479,1
3357,7211,1
3358,3377,0
3359,4136,1
3360,5622,0
3361,9345,1
3362,8244,1
3363,1915,1
3364,4200,1
3365,5027,1
3366,7056,1
3367,6066,0
3368,1165,1
3369,11052,0
3370,850,1
3371,4352,1
3372,7073,1
3373,11241,0
3374,8317,0
3375,3073,1
3376,4269,0
3377,131,1
3378,6393,0
3379,6799,1
3380,977,1
3381,2984,1
3382,8154,1
3383,4774,0
3384,11498,1
3385,6725,1
3386,7180,1
3387,9152,1
3388,5198,1
3389,6820,1
3390,858,1
3391,4067,0
3392,10488,1
3393,7877,1
3394,4908,1
3395,10289,0
3396,2424,1
3397,4207,1
3398,3468,1
3399,2841,0
3400,783,1
3401,10815,0
3402,7764,1
3403,5425,0
3404,5130,1
3405,8739,0
3406,10431,1
3407,6582,0
3408,2782,1
3409,8912,1
3410,9261,1
3411,124,1
3412,487,0
3413,6968,1
3414,7558,1
3415,8839,0
3416,3007,1
3417,1423,1
3418,11514,1
3419,3994,1
3420,9531,0
3421,9813,0
3422,1390,0
3423,9649,0
3424,4768,1
3425,1771,1
3426,8505,0
3427,2483,0
3428,752,0
3429,1012,1
3430,7344,1
3431,7439,1
3432,10356,0
3433,1192,1
3434,9005,0
3435,6689,1
3436,7498,0
3437,8191,0
3438,5143,1
3439,10467,1
3440,7511,1
3441,1278,0
3442,10934,0
3443,485,1
3444,9748,0
3445,7722,0
3446,3869,1
3447,10343,0
3448,7754,0
3449,6050,1
3450,9524,1
3451,7733,1
3452,2760,0
3453,173,1
3454,9506,0
3455,10041,0
3456,11137,1
3457,5376,0
3458,1811,0
3459,5423,0
3460,9988,1
3461,7031,1
3462,1597,0
3463,2679,0
3464,2776,0
3465,4570,1
3466,10671,0
3467,1453,0
3468,4356,0
3469,1451,1
3470,8618,1
3471,11292,1
3472,1594,1
3473,8327,0
3474,9975,1
3475,3505,1
3476,8726,1
3477,9293,0
3478,9252,0
3479,4641,1
3480,2861,1
3481,2527,0
3482,6264,0
3483,10527,1
3484,1569,1
3485,3768,0
3486,2289,0
3487,11524,1
3488,1291,1
3489,6116,0
3490,11331,1
3491,2463,0
3492,10777,0
3493,5002,1
3494,8989,0
3495,11096,0
3496,4063,0
3497,289,1
3498,4659,0
3499,679,1
3500,6321,1
3501,6425,1
3502,4539,0
3503,7198,1
3504,8215,0
3505,4665,1
3506,3528,0
3507,5828,1
3508,10144,0
3509,11451,0
3510,8500,0
3511,3611,1
3512,5659,0
3513,4655,0
3514,6072,0
3515,3379,1
3516,7538,0
3517,11224,1
3518,10307,0
3519,2998,1
3520,9797,0
3521,11278,0
3522,1631,0
3523,11383,0
3524,2456,1
3525,339,0
3526,7322,1
3527,9139,0
3528,4618,1
3529,1897,1
3530,185,1
3531,10805,0
3532,6914,1
3533,2496,1
3534,3790,0
3535,1813,0
3536,10045,1
3537,2761,1
3538,6320,1
3539,2158,0
3540,10912,0
3541,779,1
3542,3338,0
3543,1004,1
3544,3035,0
3545,10854,1
3546,6474,1
3547,3097,1
3548,6303,1
3549,225,0
3550,6164,0
3551,7155,0
3552,7066,0
3553,8803,1
3554,10578,1
3555,4154,1
3556,10645,0
3557,9238,1
3558,4021,1
3559,5010,0
3560,10574,0
3561,7461,1
3562,7533,1
3563,11403,0
3564,5200,0
3565,103,0
3566,46,1
3567,11115,1
3568,10195,0
3569,6252,0
3570,7637,1
3571,2141,0
3572,10373,0
3573,10204,0
3574,1847,0
3575,4594,1
3576,10278,0
3577,4552,1
3578,10726,1
3579,2048,1
3580,774,0
3581,8622,1
3582,5677,0
3583,3711,1
3584,5031,0
3585,2660,1
3586,7213,0
3587,3240,1
3588,8927,1
3589,5599,0
3590,9876,1
3591,6334,1
3592,7709,0
3593,5122,1
3594,4831,0
3595,11281,0
3596,7286,0
3597,9429,1
3598,3746,0
3599,2732,0
3600,3853,0
3601,4099,0
3602,10302,0
3603,3950,1
3604,2500,1
3605,6842,0
3606,10591,0
3607,7222,0
3608,27,1
3609,7230,1
3610,2893,1
3611,3945,0
3612,3702,0
3613,6879,1
3614,3772,1
3615,2190,0
3616,7373,0
3617,11061,1
3618,3269,0
3619,1008,1
3620,65,0
3621,9765,0
3622,9964,1
3623,4435,1
3624,9371,0
3625,4075,0
3626,5205,0
3627,282,0
3628,9636,1
3629,10941,0
3630,10562,1
3631,9470,1
3632,2497,0
3633,9350,0
3634,11072,1
3635,7582,1
3636,830,1
3637,4399,1
3638,1211,0
3639,1780,1
3640,2902,1
3641,7367,0
3642,9279,0
3643,1498,1
3644,11201,1
3645,7194,0
3646,9473,1
3647,8942,0
3648,11255,1
3649,5953,1
3650,6396,1
3651,3155,0
3652,1357,0
3653,6979,0
3654,3971,0
